id,uri,lemma,pos,morpho,principal_parts,irregular_forms,alternative_forms,pronunciation,prosody,validated
206111,,अभिसम्पूज्,v,v----a--0- v----d--0- v----a--1-,,,,/ə.bʱi.səm.puːd͡ʑ/,अभि-सम्-पूज्,0
206112,159147,अभिसमुब्ज्,v,v----a--6-,,,,/ə.bʱi.sə.mubd͡ʑ/,अभि-सम्-उब्ज्,0
206113,,अभिसमागम्,v,v----a--1- v----a--2- v----a--3- v----d--1-,,,,/ə.bʱi.sə.mɑː.gəm/,अभि-सम्-आ-गम्,0
206114,31127,अभिसमाहित,a,ap----a--a,,,,/ə.bʱi.sə.mɑː.ɦi.t̪ə/,अभि-सम्-आ-हित,0
206115,,अभिसमाहृ,v,v----d--9-,,,,/ə.bʱi.sə.mɑː.ɦɹ̩/,अभि-सम्-आ-हृ,0
206116,159137,अभिसमापद्,v,v----d--4-,,,,/ə.bʱi.sə.mɑː.pəd̪/,अभि-सम्-आ-पद्,0
206117,159140,अभिसमारुह्,v,v----a--1-,,,,/ə.bʱi.sə.mɑː.ɹuɦ/,अभि-सम्-आ-रुह्,0
206118,,अभिसमासिच्,v,v----a--6- v----d--6-,,,,/ə.bʱi.sə.mɑː.sit͡ɕ/,अभि-सम्-आ-सिच्,0
206119,159141,अभिसमावृत्,v,v----d--1-,,,,/ə.bʱi.sə.mɑː.ʋɹ̩t̪/,अभि-सम्-आ-वृत्,0
206120,,अभिसमायम्,v,v----a--1- v----d--1-,,,,/ə.bʱi.sə.mɑː.jəm/,अभि-सम्-आ-यम्,0
206121,,अभिसमायुक्त,a,ap----a--a,,,,/ə.bʱi.sə.mɑː.ˈjuk.t̪ə/,अभि-सम्-आ-युक्त,0
206122,159139,अभिसमाया,v,v----a--2-,,,,/ə.bʱi.sə.mɑː.jɑː/,अभि-सम्-आ-या,0
206123,,अभिसमीर्,v,v----d--2- v----a--2-,,,,/ə.bʱi.sə.miːɹ/,अभि-सम्-ईर्,0
206124,,अभिसमूह्,v,v----a--1- v----d--1-,,,,/ə.bʱi.sə.muːɦ/,अभि-सम्-ऊह्,0
206125,,अभिसमृ,v,v----a--1- v----a--3- v----a--5- v----d--5-,,,,/ə.bʱi.sə.mɹ̩/,अभि-सम्-ऋ,0
206126,31115,अभिसन्धक,a,ap----a--a,,,,/ə.bʱi.sən.d̪ʰə.kə/,अभि-सन्धक,0
206127,,अभिसप्,v,v----a--1- v----d--1-,,,,/ə.bʱi.səp/,अभि-सप्,0
206128,31152,अभिसर,n,n-----m--a,,,n-----f--ā=अभिसरआ,/ə.bʱi.sə.ɹə/,अभि-सर,0
206129,31153,अभिसरण,n,n-----n--a,,,,/ə.bʱi.sə.ɹə.ɳə/,अभि-सरण,0
206130,31164,अभिसर्ग,n,n-----m--a,,,,/ə.bʱi.ˈsəɹ.gə/,अभि-सर्ग,0
206131,,अभिसर्जन,n,n-----n--a,,,,/ə.bʱi.ˈsəɹ.d͡ʑə.nə/,अभि-सर्जन,0
206132,31167,अभिसर्पण,n,n-----n--a,,,,/ə.bʱi.ˈsəɹ.pə.ɳə/,अभि-सर्पण,0
206133,31154,अभिसर्तृ,a,ap----a--r,,,,/ə.bʱi.ˈsəɹ.t̪ɹ̩/,अभि-सर्तृ॔,0
206134,,अभिसत्कृ,v,v----a--0-,,,,/ə.bʱi.ˈsət̪.kɹ̩/,अभि-सत्कृ,0
206135,,अभिसत्कृत,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=अभिसत्कृत",/ə.bʱi.ˈsət̪.kɹ̩.t̪ə/,अभि-सत्कृत,0
206136,31108,अभिसत्वन्,n,n-----m--n,,,,/ə.bʱi.ˈsət̪.ʋən/,अभि॔-सत्वन्,0
206137,159119,अभिसंचर्,v,v----d--1- v----a--1-,,,,/ə.bʱi.səɲ.t͡ɕəɹ/,अभि-सं-चर्,0
206138,,अभिसंचि,v,v----a--1-,,,,/ə.bʱi.səɲ.t͡ɕi/,अभि-सं-चि,0
206139,,अभिसंचिन्त्,v,v----a--0- v----a--1-,,,,/ə.bʱi.səɲ.t͡ɕint̪/,अभि-सं-चिन्त्,0
206140,31104,अभिसंचारिन्,a,ap----a--n,,,,/ə.bʱi.səɲ.t͡ɕɑː.ɹin/,अभि-संचारिन्,0
206141,31112,अभिसंदष्ट,a,ap----a--a,,,,/ə.bʱi.sən.ˈd̪əʂ.ʈə/,अभि-संदष्ट,0
206142,31113,अभिसंदेह,n,n-----n--a,,,,/ə.bʱi.sən.d̪eː.ɦə/,अभि-संदेह,0
206143,,अभिसंधम्,v,v----a--1- v----d--1-,,,,/ə.bʱi.sən.d̪ʰəm/,अभि-सं-धम्,0
206144,31119,अभिसंधि,n,n-----m--i,,,,/ə.bʱi.sən.d̪ʰi/,अभि-संधि,0
206145,31120,अभिसंधिकृत,a,ap----a--a,,,,/ə.bʱi.sən.d̪ʰi.kɹ̩.t̪ə/,अभि-संधि-कृत,0
206146,31121,अभिसंधिपूर्व,a,ap----a--a,,,,/ə.bʱi.sən.d̪ʰi.puːɹ.ʋə/,अभि-संधि-पूर्व,0
206147,,अभिसंधिपूर्वकम्,r,rp--------,,,,/ə.bʱi.sən.d̪ʰi.puːɹ.ʋə.kəm/,अभि-संधि-पूर्वकम्,0
206148,31116,अभिसंधा,n,n-----f--ā,,,,/ə.bʱi.sən.d̪ʰɑː/,अभि-संधा,0
206149,,अभिसंधा,v,v----a--3- v----d--3- v----a--1- v----d--1- v----a--2- v----d--4- v----a--4-,,,,/ə.bʱi.sən.d̪ʰɑː/,अभि-सं-धा,0
206150,31117,अभिसंधान,n,n-----n--a,,,,/ə.bʱi.sən.d̪ʰɑː.nə/,अभि-संधान,0
206151,,अभिसंगम्,v,v----a--1- v----a--2- v----a--3- v----d--1-,,,,/ə.bʱi.səŋ.gəm/,अभि-सं-गम्,0
206152,31102,अभिसंगत,a,ap----a--a,,,,/ə.bʱi.səŋ.gə.t̪ə/,अभि-सं-गत,0
206153,,अभिसंग्रह्,v,v----a--9- v----d--9-,,,,/ə.bʱi.səŋ.gɹəɦ/,अभि-सं-ग्रह्,0
206154,,अभिसंगुप्त,a,ap----a--a,,,,/ə.bʱi.səŋ.ˈgup.t̪ə/,अभि-संगुप्त,0
206155,,अभिसंगॄ,v,v----d--0-,,,,/ə.bʱi.səŋ.gɹ̩ː/,अभि-सं-गॄ,0
206156,,अभिसंहन्,v,v----a--2- v----d--2- v----a--1-,,,,/ə.bʱi.ˈsə̃.ɦən/,अभि-सं-हन्,0
206157,31094,अभिसंहत,a,ap----a--a,,,,/ə.bʱi.ˈsə̃.ɦə.t̪ə/,अभि-सं-हत,0
206158,,अभिसंहित,a,ap----a--a,,,,/ə.bʱi.ˈsə̃.ɦi.t̪ə/,अभि-सं-हित,0
206159,,अभिसंहृत्य,r,rp--------,,,,/ə.bʱi.ˈsə̃.ˈɦɹ̩t̪.jə/,अभि-संहृत्य,0
206160,159123,अभिसंज्वर्,v,v----a--1-,,,,/ə.bʱi.səɲd͡ʑ.ʋəɹ/,अभि-सं-ज्वर्,0
206161,31106,अभिसंज्ञित,a,ap----a--a,,,,/ə.bʱi.səɲd͡ʑ.ɲi.t̪ə/,अभि-संज्ञित,0
206162,,अभिसंज्ञा,v,v----a--9- v----d--9- v----d--3- v----a--3-,,,,/ə.bʱi.səɲd͡ʑ.ɲɑː/,अभि-सं-ज्ञा,0
206163,31105,अभिसंजात,a,ap----a--a,,,,/ə.bʱi.səɲ.d͡ʑɑː.t̪ə/,अभि-संजात,0
206164,31098,अभिसंख्य,a,ap----a--a,,,,/ə.bʱi.səŋ.kʰjə/,अभि-संख्य,0
206165,31100,अभिसंख्येय,a,ap----a--a,,,,/ə.bʱi.səŋ.kʰjeː.jə/,अभि-संख्येय,0
206166,31099,अभिसंख्या,n,n-----f--ā,,,,/ə.bʱi.səŋ.kʰjɑː/,अभि-संख्या,0
260654,,ह,a,ap----c--a,,,,/ɦə/,ह,0
206167,,अभिसंख्या,v,v----a--2- v----d--2-,,,,/ə.bʱi.səŋ.kʰjɑː/,अभि-सं-ख्या,0
206168,,अभिसंक्रुद्ध,a,ap----a--a,,,,/ə.bʱi.səŋ.ˈkɹud̪.d̪ʰə/,अभि-संक्रुद्ध,0
206169,,अभिसंक्रुध्,v,v----a--4- v----d--4-,,,,/ə.bʱi.səŋ.kɹud̪ʰ/,अभि-सं-क्रुध्,0
206170,,अभिसंक्रुश्,v,v----a--1- v----d--1-,,,,/ə.bʱi.səŋ.kɹuɕ/,अभि-सं-क्रुश्,0
206171,31097,अभिसंक्षेप,n,n-----m--a,,,,/ə.bʱi.səŋk.ʂeː.pə/,अभि-संक्षेप,0
206172,,अभिसंक्षिप्,v,v----a--6- v----d--6- v----a--4- v----d--4-,,,,/ə.bʱi.səŋk.ʂip/,अभि-सं-क्षिप्,0
206173,31096,अभिसंक्षिप्त,a,ap----a--a,,,,/ə.bʱi.səŋk.ˈʂip.t̪ə/,अभि-संक्षिप्त,0
206174,31123,अभिसंनद्ध,a,ap----a--a,,,,/ə.bʱi.ˈsə̃.ˈnəd̪.d̪ʰə/,अभि-सं-नद्ध,0
206175,,अभिसंनह्,v,v----a--4- v----d--4-,,,,/ə.bʱi.ˈsə̃.nəɦ/,अभि-सं-नह्,0
206176,,अभिसंनम्,v,v----a--1- v----d--1-,,,,/ə.bʱi.ˈsə̃.nəm/,अभि-सं-नम्,0
206177,31124,अभिसंनिविष्ट,a,ap----a--a,,,,/ə.bʱi.ˈsə̃.ni.ˈʋiʂ.ʈə/,अभि-सं-नि-विष्ट,0
206178,,अभिसंनु,v,v----a--2- v----a--6- v----d--6-,,,,/ə.bʱi.ˈsə̃.nu/,अभि-सं-नु,0
206179,,अभिसंनी,v,v----a--0-,,,,/ə.bʱi.ˈsə̃.niː/,अभि-सं-नी,0
206180,31076,अभिसंरब्ध,a,ap----a--a,,,,/ə.bʱi.ˈsə̃.ˈɹəb.d̪ʰə/,अभि-संरब्ध,0
206181,159087,अभिसंरभ्,v,v----d--1-,,,,/ə.bʱi.ˈsə̃.ɹəbʱ/,अभि-सं-रभ्,0
206182,,अभिसंरक्त,a,ap----a--a,,,,/ə.bʱi.ˈsə̃.ˈɹək.t̪ə/,अभि-सं-रक्त,0
206183,31077,अभिसंरम्भ,n,n-----m--a,,,,/ə.bʱi.ˈsə̃.ɹəm.bʱə/,अभि-संरम्भ,0
206184,31078,अभिसंराधन,n,n-----n--a,,,,/ə.bʱi.ˈsə̃.ɹɑː.d̪ʰə.nə/,अभि-सं-राधन,0
206185,31087,अभिसंस्कार,n,n-----m--a,,,,/ə.bʱi.ˈsə̃s.kɑː.ɹə/,अभि-संस्कार,0
206186,,अभिसंस्कृ,v,v----a--0-,,,,/ə.bʱi.ˈsə̃s.kɹ̩/,अभि-सं-स्-कृ,0
206187,31088,अभिसंस्कृत,a,ap----a--a,,,,/ə.bʱi.ˈsə̃s.kɹ̩.t̪ə/,अभि-संस्कृत,0
206188,,अभिसंस्मृ,v,v----a--1- v----d--1-,,,,/ə.bʱi.ˈsə̃s.mɹ̩/,अभि-सं-स्मृ,0
206189,159106,अभिसंस्पृश्,v,v----a--6-,,,,/ə.bʱi.ˈsə̃s.pɹ̩ɕ/,अभि-सं-स्पृश्,0
206190,159108,अभिसंस्रु,v,v----a--1-,,,,/ə.bʱi.ˈsə̃.sɹu/,अभि-सं-स्रु,0
206191,,अभिसंस्तम्भ्,v,v----a--5- v----a--9- v----d--1-,,,,/ə.bʱi.ˈsə̃s.t̪əmbʱ/,अभि-सं-स्तम्भ्,0
206192,31090,अभिसंस्तव,n,n-----m--a,,,,/ə.bʱi.ˈsə̃s.t̪ə.ʋə/,अभि-संस्तव,0
206193,31092,अभिसंस्थम्,r,rp--------,,,,/ə.bʱi.ˈsə̃s.t̪ʰəm/,अभि-संस्थम्,0
206194,,अभिसंस्थित,a,ap----a--a,,,,/ə.bʱi.ˈsə̃s.t̪ʰi.t̪ə/,अभि-संस्थित,0
206195,,अभिसंस्था,v,v----a--1- v----d--1-,,,,/ə.bʱi.ˈsə̃s.t̪ʰɑː/,अभि-सं-स्था,0
206196,,अभिसंस्तु,v,v----a--2- v----d--2-,,,,/ə.bʱi.ˈsə̃s.t̪u/,अभि-सं-स्तु,0
206197,31091,अभिसंस्तुत,a,ap----a--a,,,,/ə.bʱi.ˈsə̃s.t̪u.t̪ə/,अभि-संस्तुत,0
206198,31089,अभिसंस्तीर्ण,a,ap----a--a,,,,/ə.bʱi.ˈsə̃s.t̪iːɹ.ɳə/,अभि-सं-स्तीर्ण,0
206199,,अभिसंसु,v,v----a--0-,,,,/ə.bʱi.ˈsə̃.su/,अभि-सं-सु,0
206200,159109,अभिसंस्वञ्ज्,v,v----d--1-,,,,/ə.bʱi.ˈsə̃s.ʋəɲd͡ʑ/,अभि-सं-स्वञ्ज्,0
206201,,अभिसंस्वृ,v,v----a--1-,,,,/ə.bʱi.ˈsə̃s.ʋɹ̩/,अभि-सं-स्वृ,0
206202,31085,अभिसंसारम्,r,rp--------,,,,/ə.bʱi.ˈsə̃.sɑː.ɹəm/,अभि-सं-सा॔रम्,0
206203,,अभिसंसृ,v,v----a--1- v----a--3- v----d--3- v----a--0- v----d--0-,,,,/ə.bʱi.ˈsə̃.sɹ̩/,अभि-सं-सृ,0
206204,31086,अभिसंसृत,a,ap----a--a,,,,/ə.bʱi.ˈsə̃.sɹ̩.t̪ə/,अभि-सं-सृत,0
206205,,अभिसंतन्,v,v----a--8- v----d--8-,,,,/ə.bʱi.sən.t̪ən/,अभि-सं-तन्,0
206206,,अभिसंतप्,v,v----d--1- v----a--4- v----d--4- v----a--4-,,,,/ə.bʱi.sən.t̪əp/,अभि-सं-तप्,0
206207,,अभिसंतप्त,a,ap----a--a,,,,/ə.bʱi.sən.ˈt̪əp.t̪ə/,अभि-संतप्त,0
206208,31109,अभिसंतत,a,ap----a--a,,,,/ə.bʱi.sən.t̪ə.t̪ə/,अभि-संतत,0
206209,31111,अभिसंत्रस्त,a,ap----a--a,,,,/ə.bʱi.sən.ˈt̪ɹəs.t̪ə/,अभि-संत्रस्त,0
206210,,अभिसंत्यज्,v,v----a--1- v----d--1-,,,,/ə.bʱi.sən.t̪jəd͡ʑ/,अभि-सं-त्यज्,0
206211,,अभिसंतॄ,v,v----a--1- v----d--1- v----a--5- v----a--3- v----a--6- v----d--6-,,,,/ə.bʱi.sən.t̪ɹ̩ː/,अभि-सं-तॄ,0
206212,,अभिसंवस्,v,v----a--4-,,,,/ə.bʱi.ˈsə̃.ʋəs/,अभि-सं-वस्,0
206214,,अभिसंविद्,v,v----d--7-,,,,/ə.bʱi.ˈsə̃.ʋid̪/,अभि-सं-विद्,0
206216,,अभिसंविश्,v,v----a--6- v----d--6-,,,,/ə.bʱi.ˈsə̃.ʋiɕ/,अभि-सं-विश्,0
206217,159090,अभिसंवाञ्छ्,v,v----a--1-,,,,/ə.bʱi.ˈsə̃.ʋɑːɲt͡ɕʰ/,अभि-सं-वाञ्छ्,0
206218,,अभिसंवीक्ष्,v,v----a---- v----d----,,,,/ə.bʱi.ˈsə̃.ʋiːkʂ/,अभि-सं-वीक्ष्,0
206219,,अभिसंवृ,v,v----a--5- v----a--9- v----d--9-,,,,/ə.bʱi.ˈsə̃.ʋɹ̩/,अभि-सं-वृ,0
206220,,अभिसंवृद्ध,a,ap----a--a,,,,/ə.bʱi.ˈsə̃.ˈʋɹ̩d̪.d̪ʰə/,अभि-संवृद्ध,0
206221,159096,अभिसंवृत्,v,v----d--1-,,,,/ə.bʱi.ˈsə̃.ʋɹ̩t̪/,अभि-सं-वृत्,0
206222,,अभिसंवृत,a,ap----a--a,,,,/ə.bʱi.ˈsə̃.ʋɹ̩.t̪ə/,अभि-संवृत,0
206223,31080,अभिसंवृत्त,a,ap----a--a,,,,/ə.bʱi.ˈsə̃.ˈʋɹ̩t̪.t̪ə/,अभि-संवृत्त,0
206224,,अभिसंयत्त,a,ap----a--a,,,,/ə.bʱi.ˈsə̃.ˈjət̪.t̪ə/,अभि-सं-यत्त,0
206225,31074,अभिसंयोग,n,n-----m--a,,,,/ə.bʱi.ˈsə̃.joː.gə/,अभि-संयोग,0
206226,,अभिसंयुज्,v,v----a--7- v----d--7-,,,,/ə.bʱi.ˈsə̃.jud͡ʑ/,अभि-सं-युज्,0
206227,,अभिसंयुक्त,a,ap----a--a,,,,/ə.bʱi.ˈsə̃.ˈjuk.t̪ə/,अभि-संयुक्त,0
206228,159084,अभिसंया,v,v----a--2-,,,,/ə.bʱi.ˈsə̃.jɑː/,अभि-सं-या,0
206229,,अभिसंश्लिष्,v,v----a--4- v----d--4-,,,,/ə.bʱi.ˈsə̃ɕ.liʂ/,अभि-सं-श्लिष्,0
206230,31083,अभिसंश्रय,n,n-----m--a,,,,/ə.bʱi.ˈsə̃ɕ.ɹə.jə/,अभि-संश्रय,0
206231,,अभिसंश्रि,v,v----a--1- v----d--1-,,,,/ə.bʱi.ˈsə̃ɕ.ɹi/,अभि-सं-श्रि,0
206232,,अभिसंश्रित,a,ap----a--a,,,,/ə.bʱi.ˈsə̃ɕ.ɹi.t̪ə/,अभि-संश्रित,0
206233,,अभिसंश्रु,v,v----a--5- v----d--5-,,,,/ə.bʱi.ˈsə̃ɕ.ɹu/,अभि-सं-श्रु,0
206234,,अभिसंश्यान,a,ap----a--a,,,,/ə.bʱi.ˈsə̃ɕ.jɑː.nə/,अभि-संश्यान,0
206235,31082,अभिसंशीन,a,ap----a--a,,,,/ə.bʱi.sə.̃ɕiː.nə/,अभि-संशीन,0
206236,31168,अभिसेवन,n,n-----n--a,,,,/ə.bʱi.seː.ʋə.nə/,अभि-सेवन,0
206237,31150,अभिसिद्धि,n,n-----f--i,,,,/ə.bʱi.ˈsid̪.d̪ʰi/,अभि-सिद्धि,0
206238,159169,अभिसिध्,v,v----a--4-,,,,/ə.bʱi.sid̪ʰ/,अभि-सिध्,0
206240,31161,अभिसिसारयिषु,a,ap----a--u,,,,/ə.bʱi.si.sɑː.ɹə.ji.ʂu/,अभि-सिसारयिषु,0
206241,,अभिस्कम्भ्,v,v----a--5- v----a--9- v----d--1-,,,,/ə.ˈbʱis.kəmbʱ/,अभि-स्कम्भ्,0
206242,,अभिस्कन्द्,v,v----a--1- v----d--1-,,,,/ə.ˈbʱis.kənd̪/,अभि-स्कन्द्,0
260655,,ह,a,ap----a--a,,,,/ɦə/,ह,0
206243,31169,अभिस्कन्दम्,r,rp--------,,,,/ə.ˈbʱis.kən.d̪əm/,अभि-स्क॔न्दम्,0
206244,159206,अभिस्मि,v,v----d--1-,,,,/ə.ˈbʱis.mi/,अभि-स्मि,0
206245,31171,अभिस्नेह,n,n-----m--a,,,,/ə.ˈbʱis.neː.ɦə/,अभि-स्नेह,0
206246,31172,अभिस्फुरित,a,ap----a--a,,,,/ə.ˈbʱis.pʰu.ɹi.t̪ə/,अभि-स्फुरित,0
206247,159205,अभिस्फूर्ज्,v,v----a--1-,,,,/ə.ˈbʱis.pʰuːɹd͡ʑ/,अभि-स्फूर्ज्,0
206248,159201,अभिस्पृश्,v,v----a--6-,,,,/ə.ˈbʱis.pɹ̩ɕ/,अभि-स्पृश्,0
206249,,अभिस्रंस्,v,v----d--1-,,,,/ə.ˈbʱis.ɹə̃s/,अभि-स्रंस्,0
206250,159207,अभिस्रु,v,v----a--1-,,,,/ə.ˈbʱis.ɹu/,अभि-स्रु,0
206251,,अभिस्तरण,n,n-----n--a,,,,/ə.ˈbʱis.t̪ə.ɹə.ɳə/,अभि-स्तरण,0
206252,31170,अभिस्थिरम्,r,rp--------,,,,/ə.ˈbʱis.t̪ʰi.ɹəm/,अभि-स्थिर॔म्,0
206253,,अभिस्तृ,v,v----a--5- v----a--9- v----d--9- v----a--5- v----d--5-,,,,/ə.ˈbʱis.t̪ɹ̩/,अभि-स्तृ,0
206254,31046,अभिसुसूष्,a,ap----a--c,,,,/ə.bʱi.su.suːʂ/,अभि-सुसूष्,0
206255,,अभिस्वर्,n,n-----f--c,,,,/ə.ˈbʱis.ʋəɹ/,अभि-स्व॔र्,0
206256,,अभिस्वरे,r,rp--------,,,,/ə.ˈbʱis.ʋə.ɹeː/,अभि-स्वरे॔,0
206257,31174,अभिस्वर्तृ,n,n-----m--r,,,,/ə.ˈbʱis.ˈʋəɹ.t̪ɹ̩/,अभि-स्वर्तृ॔,0
206258,31173,अभिस्वयमातृण्णम्,r,rp--------,,,,/ə.ˈbʱis.ʋə.jə.mɑː.ˈt̪ɹ̩ɳ.ɳəm/,अभि-स्वयमातृण्ण॔म्,0
206259,,अभिस्वृ,v,v----a--1-,,,,/ə.ˈbʱis.ʋɹ̩/,अभि-स्वृ,0
206260,,अभिस्यन्द्,v,v----d--1-,,,,/ə.ˈbʱis.jənd̪/,अभि-स्यन्द्,0
206261,,अभिस्यन्द,n,n-----m--a,,,,/ə.ˈbʱis.jən.d̪ə/,अभि-स्यन्द,0
206262,,अभिस्यन्दिन्,a,ap----a--n,,,,/ə.ˈbʱis.jən.d̪in/,अभि-स्यन्दिन्,0
206263,31069,अभिस्यन्दिरमण,n,n-----n--a,,,,/ə.ˈbʱis.jən.d̪i.ɹə.mə.ɳə/,अभिस्यन्दि-रमण,0
206264,,अभिसान्त्व्,v,v----a--0- v----d--0-,,,,/ə.bʱi.sɑːnt̪ʋ/,अभि-सान्त्व्,0
206265,31147,अभिसान्त्व,n,n-----m--a,,,,/ə.bʱi.sɑːnt̪.ʋə/,अभि-सान्त्व,0
206266,31148,अभिसान्त्वित,a,ap----a--a,,,,/ə.bʱi.sɑːnt̪.ʋi.t̪ə/,अभि-सान्त्वित,0
206267,31155,अभिसार,n,n-----m--a,,,,/ə.bʱi.sɑː.ɹə/,अभि-सार,0
206268,31157,अभिसारस्थान,n,n-----n--a,,,,/ə.bʱi.sɑː.ˈɹəs.t̪ʰɑː.nə/,अभि-सार-स्थान,0
206269,31158,अभिसारिका,n,n-----f--ā,,,,/ə.bʱi.sɑː.ɹi.kɑː/,अभि-सारिका,0
206270,31159,अभिसारिन्,a,ap----a--n,,,,/ə.bʱi.sɑː.ɹin/,अभि-सारिन्,0
206272,31160,अभिसारिणी,n,n-----f--ī,,,,/ə.bʱi.sɑː.ɹi.ɳiː/,अभि-सारिणी,0
206273,31156,अभिसारी,n,n-----f--ī,,,,/ə.bʱi.sɑː.ɹiː/,अभि-सारी,0
206275,31149,अभिसायम्,r,rp--------,,,,/ə.bʱi.sɑː.jəm/,अभि-सायम्,0
206276,,अभिसू,v,v----d--2-,,,,/ə.bʱi.suː/,अभि-सू,0
206277,31151,अभिसूचित,a,ap----a--a,,,,/ə.bʱi.suː.t͡ɕi.t̪ə/,अभि-सूचित,0
206278,,अभिसृ,v,v----a--1- v----a--3- v----d--3- v----a--0- v----d--0-,,,,/ə.bʱi.sɹ̩/,अभि-सृ,0
206279,,अभिसृज्,v,v----a--6- v----d--6-,,,,/ə.bʱi.sɹ̩d͡ʑ/,अभि-सृज्,0
206280,159174,अभिसृप्,v,v----a--1-,,,,/ə.bʱi.sɹ̩p/,अभि-सृप्,0
206281,,अभिसृत,a,ap----a--a,,,,/ə.bʱi.sɹ̩.t̪ə/,अभि-सृत,0
206282,,अभिसृष्ट,a,ap----a--a,,,,/ə.bʱi.ˈsɹ̩ʂ.ʈə/,अभि॔-सृष्ट,0
206283,,अभितह्सर,a,ap----a--a,,,,/ə.bʱi.ˈt̪əh.sə.ɹə/,अभितः-सर,0
208869,,अघाहन्,n,n-----n--n,,,,/ə.gʰɑː.ɦən/,अघाहन्,0
206284,,अभितन्,v,v----a--8- v----d--8-,,,,/ə.bʱi.t̪ən/,अभि-तन्,0
206285,,अभितप्,v,v----d--1- v----a--4- v----d--4- v----a--4-,,,,/ə.bʱi.t̪əp/,अभि-तप्,0
206286,,अभितप्त,a,ap----a--a,,,,/ə.bʱi.ˈt̪əp.t̪ə/,अभि-तप्त,0
206287,22081,अभितरम्,r,rp--------,,,,/ə.bʱi.t̪ə.ɹəm/,अभि-तर॔म्,0
206288,,अभितर्ज्,v,v----d--1-,,,,/ə.bʱi.t̪əɹd͡ʑ/,अभि-तर्ज्,0
206289,22082,अभितराम्,r,rp--------,,,,/ə.bʱi.t̪ə.ɹɑːm/,अभि-तरा॔म्,0
206290,22083,अभितस्,r,rp--------,,,,/ə.bʱi.t̪əs/,अभि॔-तस्,0
206292,22085,अभितश्चर,n,n-----m--a,,,,/əbʱit̪əɕt͡ɕəɹə/,अभितश्-चर,0
206293,,अभितड्,v,v----a--0-,,,,/ə.bʱi.t̪əɖ/,अभि-तड्,0
206294,,अभितंस्,v,v----a--1- v----d--1- v----a--0-,,,,/ə.bʱi.t̪ə̃s/,अभि-तंस्,0
206295,,अभितष्टीय,n,n-----n--a,,,,/ə.bʱi.ˈt̪əʂ.ʈiː.jə/,अभि-तष्टीय,0
206296,22200,अभितिग्मरश्मि,r,rp--------,,,,/əbʱit̪igməɹəɕmi/,अभि-तिग्मरश्मि,0
206297,22087,अभितोभाविन्,a,ap----a--n,,,,/ə.bʱi.t̪oː.bʱɑː.ʋin/,अभितो-भाविन्,0
206298,22086,अभितोदेवयजनमात्रदेश,a,ap----a--a,,,,/ə.bʱi.t̪oː.d̪eː.ʋə.jə.d͡ʑə.nə.mɑːt̪.ɹə.d̪eː.ɕə/,अभितो-देव-यजन-मात्र-देश,0
206299,22088,अभितोरात्रम्,r,rp--------,,,,/ə.bʱi.t̪oː.ɹɑːt̪.ɹəm/,अभितो-रात्र॔म्,0
206300,22089,अभितोस्थि,a,ap----a--i,,,,/ə.bʱi.t̪oːs.t̪ʰi/,अभितो-ऽस्थि,0
206301,22206,अभित्रिपिष्टप,a,ap----a--a,,,,/ə.ˈbʱit̪.ɹi.ˈpiʂ.ʈə.pə/,अभि-त्रिपिष्टप,0
206302,22205,अभित्रास,n,n-----m--a,,,,/ə.ˈbʱit̪.ɹɑː.sə/,अभि-त्रास,0
206303,158651,अभित्सर्,v,v----a--1-,,,,/ə.ˈbʱit̪.səɹ/,अभि-त्सर्,0
206304,22207,अभित्सार,n,n-----m--a,,,,/ə.ˈbʱit̪.sɑː.ɹə/,अभि-त्सार,0
206305,22204,अभित्ति,a,ap----a--i,,,,/ə.ˈbʱit̪.t̪i/,अ॔-भित्ति,0
206306,22203,अभित्ति,n,n-----f--i,,,,/ə.ˈbʱit̪.t̪i/,अ॔-भित्ति,0
206307,158632,अभितुष्,v,v----a--4-,,,,/ə.bʱi.t̪uʂ/,अभि-तुष्,0
206308,158639,अभित्वर्,v,v----a--1-,,,,/ə.ˈbʱit̪.ʋəɹ/,अभि-त्वर्,0
206309,,अभित्यज्,v,v----a--1- v----d--1-,,,,/ə.ˈbʱit̪.jəd͡ʑ/,अभि-त्यज्,0
206310,22199,अभिताम्र,a,ap----a--a,,ap----f--ā=>ा,,/ə.bʱi.t̪ɑːm.ɹə/,अभि-ताम्र,0
206311,22198,अभिताप,n,n-----m--a,,,,/ə.bʱi.t̪ɑː.pə/,अभि-ताप,0
206312,204141,अभितापिन्,a,ap----a--n,,,,/ə.bʱi.t̪ɑː.pin/,अभि-तापिन्,0
206313,,अभिताडन,n,n-----n--a,,,,/ə.bʱi.t̪ɑː.ɖə.nə/,अभि-ताडन,0
206314,22196,अभिताडित,a,ap----a--a,,,,/ə.bʱi.t̪ɑː.ɖi.t̪ə/,अभि-ताडित,0
206315,,अभितृद्,v,v----d--7-,,,,/ə.bʱi.t̪ɹ̩d̪/,अभि-तृद्,0
206316,,अभितृप्,v,v----a--4- v----a--5- v----d--6- v----a--6- v----d--1-,,,,/ə.bʱi.t̪ɹ̩p/,अभि-तृप्,0
