id,offset,pos,language,gloss,semfield
103290,00001740,n,10,anything having existence (living or nonliving),
103291,00002086,n,10,any living entity,2158
103292,00002880,n,10,"living things collectively: ""the oceans are teeming with life""",2158
103293,00003011,n,10,a discrete unit of living matter,2158
103294,00003095,n,10,the basic structural and functional unit of all organisms; cells may exist as independent units of life (as in monads) or may form colonies or tissues as in higher plants and animals,2158
103295,00003731,n,10,any entity that causes events to happen,
103296,00004123,n,10,"a human being: ""there was too much for one person to do""","2158,2516"
103297,00008019,n,10,a living organism characterized by voluntary movement,"2158,2188"
103298,00008864,n,10,a living organism lacking the power of locomotion,"2158,2172"
103299,00009457,n,10,"a physical (tangible and visible) entity: ""it was full of rackets, balls and other objects""",
103300,00010123,n,10,an object occurring naturally; not made by man,
103301,00010572,n,10,"that which has mass and occupies space: ""an atom is the smallest indivisible unit of matter""",2097
103302,00011575,n,10,any substance that can be metabolized by an organism to give energy and build tissue,2354
103303,00011937,n,10,a man-made object,
103304,00012704,n,10,"one of a class of artifacts: ""an article of clothing""",
103305,00012865,n,10,a feature of the mental life of a living organism,1502
103306,00013018,n,10,a general concept formed by extracting common features from specific examples,
103307,00013243,n,10,the psychological result of perception and learning and reasoning,
103308,00013700,n,10,"the psychological feature that arouses an organism to action; the reason for the action: ""we did not understand his motivation""; ""he acted with the best of motives""",
103309,00014045,n,10,"the psychological feature of experiencing affective and emotional states: ""he had a feeling of euphoria""",1502
103310,00014887,n,10,a point or extent in space,
103311,00015185,n,10,"the spatial arrangement of something as distinct from its substance: ""geometry is the mathematical science of shape""",
103312,00015594,n,10,the continuum of experience in which events pass from the future through the present to the past,1463
103313,00015975,n,10,"the unlimited 3-dimensional expanse in which everything is located; ""they tested his ability to locate objects in space""",
103314,00016185,n,10,"the way something is with respect to its main attributes: ""the current state of knowledge""; ""his state of health""; ""in a weak financial state""",
103315,00017297,n,10,something that happens at a given place and time,
103316,00017487,n,10,something that people do or cause to happen,
103317,00017954,n,10,any number of entities (members) considered as a unit,
103318,00018376,n,10,anything owned or possessed,
103319,00018604,n,10,an abstraction belonging to or characteristic of an entity,
103320,00018916,n,10,an abstraction belonging to or characteristic of two entities or parts together,
103321,00019464,n,10,a relation between living organisms; esp between people,1675
103322,00019671,n,10,something that is communicated between people or groups,"1935,1969"
103323,00020056,n,10,how much there is of something that you can measure,1951
103324,00020461,n,10,any state or process known through the senses rather than by intuition or reasoning,
103325,00020709,n,10,"an action: ""how could you do such a thing?""",
103326,00020804,n,10,a kind act,
103327,00020977,n,10,the act of accomplishing something,
103328,00021392,n,10,"a notable achievement: ""the book was her finest effort""",
103329,00021866,n,10,an outstanding achievement,
103330,00021950,n,10,an achievement demonstrating great skill or mastery,
103331,00022060,n,10,"used in the phrase ""to your credit"" to indicate an achievement deserving praise; ""she already had several performances to her credit""",
103332,00022246,n,10,"something done (usually as opposed to something said); ""there were stories of murders and other unnatural actions""",
103333,00022737,n,10,"a mode of action: ""if you persist in that course you will surely fail""",
103334,00022878,n,10,a mutual or reciprocal action; interacting,
103335,00023032,n,10,reciprocal action and reaction,
103336,00023118,n,10,"close interaction: ""they kept in daily contact""; ""they claimed that they had been in contact with extraterrestrial beings""",
103337,00023330,n,10,"contact that occurs when two people look directly at each other: ""a teacher should make eye contact with the students""",
103338,00023506,n,10,"contact established between applicants and prospective employees: ""the agency provided placement services""",
103339,00023668,n,10,mutual interaction; the activity of interchanging or reciprocating,
103340,00023860,n,10,mutual exchange of commercial or other privileges,
103341,00023967,n,10,"social or verbal interchange (usually followed by ""with"")",
103342,00024107,n,10,"(usually plural) mutual dealings or connections among persons or groups: ""international relations""",
103343,00024260,n,10,taking part in a game or sport or other recreation,2638
103344,00024436,n,10,the act using a sword (or other weapon) vigorously and skillfully,2642
103345,00024570,n,10,the playing of a game of tenpins or duckpins etc,2631
103346,00024710,n,10,brave and heroic deeds,
103347,00024789,n,10,a masterly or brilliant feat,
103348,00024877,n,10,"any recognized accomplishment: ""they admired his performance under stress""",
103349,00025045,n,10,better than expected performance (better than might have been predicted from intelligence tests),
103350,00025221,n,10,poorer than expected performance (poorer than might have been predicted from intelligence tests),
103351,00025398,n,10,"the sum of recognized accomplishments: ""the lawyer has a good record""",
103352,00025520,n,10,an irreversible accomplishment,
103353,00025630,n,10,"advancing toward a goal: ""persuading him was easy going"" or ""the proposal faces tough sledding""",
103354,00025788,n,10,accomplishment of an objective,
103355,00025919,n,10,"the act of arriving at a certain place: ""they awaited her arrival""",1946
103356,00026147,n,10,"arrival at a new stage: ""his attainment of puberty was delayed by malnutrition""",
103357,00026283,n,10,"esp. of something momentous; ""the advent of the computer""",
103358,00026402,n,10,"the act of entering: ""she made a grand entrance""",
103359,00026689,n,10,"the act of entering some territory or domain (often in large numbers); ""the incursion of television into the American livingroom""",
103360,00026874,n,10,entrance by force or without permission or welcome,
103361,00026980,n,10,"a sudden violent entrance; a bursting in: ""the recent irruption of bad manners""",
103362,00027115,n,10,"the act of entering: ""she made a graceful entree into the ballroom""",
103363,00027235,n,10,the act of enrolling,"1753,1820"
103364,00027339,n,10,"the act of appearing in public view: ""the rookie made a brief appearance in the first period""; ""it was Bernhardt's last appearance in America""",
103365,00027592,n,10,the act of emerging,
103366,00027678,n,10,the act of appearing again,
103367,00027781,n,10,(astronomy) the reappearance of a celestial body after an eclipse,2076
103368,00027910,n,10,"a coming to or returning home: ""on the eve of his return to Australia we gave him a goodbye party""",1946
103369,00028092,n,10,the act of returning to the country of origin,1946
103370,00028196,n,10,"the act of forcing a way into or through something: ""the penetration of upper management by women""",
103371,00028352,n,10,a act of securing an arriving vessel with ropes or anchors,1942
103372,00028503,n,10,the act of coming to land after a voyage,1946
103373,00028670,n,10,"the act of coming down to the earth (or other surface); ""the plane made a smoothe landing""; ""his landing on his feet was catlike""","1942,2772"
103374,00028871,n,10,an unscheduled airplane landing that is made under circumstances (engine failure or adverse weather) not under the pilot's control,"1942,2772"
103375,00029100,n,10,act of departing,
103376,00029365,n,10,departing hastily,
103377,00029442,n,10,"the act of departing politely: ""he disliked long farewells""; ""he took his leave""",
103378,00029628,n,10,the act of saying farewell,
103379,00029712,n,10,the act of leaving secretly or without explanation,
103380,00029873,n,10,suddenly disappearing from sight,
103381,00029961,n,10,the act of withdrawing,
103382,00030184,n,10,withdrawing into the background; making yourself inconspicuous,
103383,00030321,n,10,"withdrawal for prayer and study and meditation: ""a religous retreat""",1565
103384,00030456,n,10,the act of evacuating; leaving a place in an orderly fashion; esp. for protection,
103385,00030612,n,10,breaking camp,1781
103386,00030682,n,10,"withdrawing support or help despite allegiance or responsibility: ""his abandonment of his wife and children left them penniless""",1781
103387,00030946,n,10,the act of running away secretly (as to avoid arrest),1781
103388,00031070,n,10,unauthorized military absence,1781
103389,00031190,n,10,ideological defection from the party line (especially from orthodox communism),1781
103390,00031327,n,10,migration into a place,1675
103391,00031422,n,10,migration out of a place,1675
103392,00031519,n,10,(military) withdrawal to a more favorable position,1781
103393,00031641,n,10,(military) withdrawal of a military presence,1781
103394,00031741,n,10,to break off a military action with an enemy,1781
103395,00031866,n,10,a act of becoming more distant,
103396,00031963,n,10,the departure of a vessel from a port,1946
103397,00032054,n,10,the act of passengers and crew getting off of a ship or aircraft,1946
103398,00032245,n,10,debarkation from a boat or ship,1946
103399,00032335,n,10,the act of passengers and crew getting aboard a ship or aircraft,1946
103400,00032499,n,10,the act of going out,
103401,00032570,n,10,the act of running away with a lover (usually to get married),
103402,00032687,n,10,"the act of escaping physically: ""he made his escape from the mental hospital""; ""the canary escaped from its cage""; ""his flight was an indication of his guilt""",
103403,00032997,n,10,leaving (without permission) the place you are expected to be,
103404,00033153,n,10,the act of physically escaping from something (an opponent or a pursuer or an unpleasant situation) by some adroit maneuver,
103405,00033384,n,10,the act of avoiding capture (especially by cunning),
103406,00033506,n,10,an action aimed at evading an enemy,
103407,00033679,n,10,(in boxing) the act of one boxer holding onto the other to avoid being hit and to rest momentarily,2642
103408,00033830,n,10,a quick evasive movement,
103409,00033906,n,10,"an escape from jail: ""the breakout was carefully planned""",
103410,00034082,n,10,"a rapid escape (as by criminals); ""the thieves made a clean getaway""; ""after the expose he had to take it on the lam""",
103411,00034259,n,10,a journey by a large group to escape from a hostile environment,
103412,00034393,n,10,abolitionists secret aid to escaping slaves; pre-Civil War in US,
103413,00034546,n,10,something achieved (or escaped) by a narrow margin,
103414,00034703,n,10,the act of coming (or going) out; becoming apparent,
103415,00034867,n,10,emerging to the surface and becoming apparent,
103416,00034968,n,10,the act of sending off something,1946
103417,00035095,n,10,the act of shipping again (especially by transferring to another ship),1946
103418,00035222,n,10,"the act of becoming or making complete: ""her work is still far from completion""",
103419,00035376,n,10,the act of bringing to completion or fruition,
103420,00035534,n,10,"something that is realized: ""the victory was the realization of a whole year's work""",
103421,00035701,n,10,the moment of most intense pleasure in sexual intercourse,1703
103422,00035863,n,10,an orgasm accompanied by the ejaculation of semen,1703
103423,00035970,n,10,the act of consummating something (a desire or promise etc),
103424,00036136,n,10,the fulfillment of your capacities,
103425,00036271,n,10,"the act of achieving an aim: ""the attainment of independence""",
103426,00036443,n,10,"the best performance ever attained in a sport: ""he broke the Olympic record""",2638
103427,00036590,n,10,the best record in the whole world,2638
103428,00036683,n,10,"an attainment that is successful: ""his success in the marathon was unexpected""; ""his new play was a great success""",
103429,00037013,n,10,"succeeding with great difficulty: ""just winning the shore exhausted him""",
103430,00037139,n,10,"a conspicuous success: ""that song was his first hit and marked the beginning of his career""",
103431,00037304,n,10,"something that exactly succeeds in achieving its goal: ""the new advertising campaign was a bell ringer""; ""scored a bull's eye""; ""hit the mark""",
103432,00037524,n,10,the act of raising someone to the nobility,
103433,00037624,n,10,"success in mastering something difficult: ""the conquest of space""",
103434,00037744,n,10,a brilliant and notable success,
103435,00037826,n,10,"success in satisfying a test or requirement: ""his future depended on his passing that test""; ""he got a pass in introductory chemistry""",
103436,00038052,n,10,educational recognition that a course of studies has been successfully completed,1919
103437,00038219,n,10,a unit of academic credit; one hour a week for an academic semester,1919
103438,00038346,n,10,an act that does not achieve its intended goal,
103439,00038527,n,10,"an unexpected omission: ""he resented my failure to return his call""",
103440,00038702,n,10,an act that fails,
103441,00038917,n,10,"failure to reach a minimum required performance: ""his failing the course led to his disqualification""",
103442,00039090,n,10,"complete failure: ""all my efforts led to naught""",
103443,00039191,n,10,"an unexcused absence from class: ""he was punished for taking too many cuts in his math class""",
103444,00039334,n,10,"loss due to not showing up: ""he lost the game by default""",2638
103445,00039445,n,10,"an informal word for any attempt or effort: ""he gave it his best shot""",
103446,00039566,n,10,an attempt to score in a game,
103447,00039700,n,10,"the act of losing: ""everyone expected him to win so his loss was a shock""",
103448,00039842,n,10,"the act of surrendering (under agreed conditions); ""they were protected until the capitulation of the fort""",
103449,00040027,n,10,an act of hindering someone's plans or efforts,
103450,00040167,n,10,"an improbable and unexpected victory: ""the biggest upset since David beat Goliath""",
103451,00040312,n,10,a failure to maintain a higher state,
103452,00040483,n,10,the act of disappointing someone,
103453,00040608,n,10,a failure to perform some promised act or obligation,
103454,00040749,n,10,a failure to face some difficulty squarely,
103455,00040844,n,10,a breach of a legal duty,1802
103456,00041059,n,10,a breach of contract committed prior to the time of required performance,1802
103457,00041219,n,10,a breach of due care,
103458,00041300,n,10,a failure of the seller's guarantee of good title,1802
103459,00041430,n,10,failure to keep a promise (of marriage),1802
103460,00041533,n,10,violation (either through fraud or negligence) by a trustee of a duty that equity requires of him,1802
103461,00041692,n,10,larceny after trust rather than after unlawful taking,1802
103462,00041830,n,10,a breach that occurs when an item is deficient according to the terms of a warranty,1802
103463,00041978,n,10,the act deviating from a vertical position,
103464,00042074,n,10,a breach serious enough to destroy the value of the contract and to give a basis for an action for breach of contract,1802
104442,00190457,n,10,a walking trip or tour,2772
103465,00042253,n,10,a breach that does not destroy the value of the contract but can give rise to a claim for damages,1802
103466,00042411,n,10,"a wrong action attributable to bad judgment or ignorance or inattention: ""the fault was all mine""",
103467,00042794,n,10,a mistake that occurs when the server in tennis fails to keep both feet behind the baseline,"2633,2871"
103468,00042960,n,10,(baseball) a failure of a defensive player to make an out when normal play would have sufficed,"2633,2871"
103469,00043135,n,10,"an act that brings discredit to the person who does it: ""he made a huge blot on his copybook""",
103470,00043311,n,10,"a mistake that results from taking one thing to be another: ""he changed his name in order to avoid confusion with the notorious outlaw""",
103471,00043525,n,10,a mistake in calculating,
103472,00043659,n,10,a miscalculation that recoils on its maker,
103473,00043768,n,10,the mistake of misrepresenting the facts,
103474,00043865,n,10,an inadvertent mistake,
103475,00043956,n,10,a mistake resulting from inattention,
103476,00044056,n,10,a mistake resulting from neglect,
103477,00044168,n,10,an embarrassing mistake,
103478,00044471,n,10,an acronym often used by soldiers in World War II: Situation Normal All Fucked Up,
103479,00044604,n,10,"a blunder that makes you look ridiculous; used in the phrase ""make a spectacle of"" yourself",
103480,00044751,n,10,(British) something badly botched or muddled,
103481,00044878,n,10,"a serious and ludicrous blunder: ""he made a bad bull of the assignment""",
103482,00045000,n,10,dropping the ball (in baseball or football),2871
103483,00045103,n,10,a blunder (especially an actor's forgetting the lines),2610
103484,00045209,n,10,a socially awkward or tactless act,
103485,00045336,n,10,"(British) a conspicuous mistake whose effects seem to reverberate; ""he dropped a clanger""",
103486,00045479,n,10,"an unintentional but embarrassing blunder: ""he recited the whole poem without a single trip""; ""confusion caused his unfortunate misstep""",
103487,00045686,n,10,"a sudden drop from an upright position: ""he had a nasty spill on the ice""",
103488,00045827,n,10,"the act of contracting or assuming or acquiring possession of something: ""the acquisition of wealth""; ""the acquisition of one company by another""",
103489,00046246,n,10,"the act of acquiring something: ""I envied his talent for acquiring new friends""; ""did you hear about his getting a car?""",
103490,00046576,n,10,the act of obtaining,
103491,00046665,n,10,"becomeing infected: ""catching cold is sometimes unavoidable""; ""the contracting of a serious illness can be financially catastrophic""",
103492,00046866,n,10,"acquiring or coming into something (usually undesirable): ""incurring debts is easier than paying them""",
103493,00047024,n,10,the act of making money (and accumulating wealth),
103494,00047131,n,10,"something added to what you have already: ""the librarian shelved the new accessions""; ""he was a new addition to the staff""",
103495,00047320,n,10,"acquisition of government money for benefits to a specific locale: ""keeps his hold on his constituents through unashamed pork-barreling""",1753
103496,00047517,n,10,"the acquisition of something for payment: ""they closed the purchase with a handshake""",1753
103497,00047693,n,10,purchasing back something previously sold,1753
103498,00047814,n,10,buying or selling securities or commodities,2872
103499,00048001,n,10,trading in bonds (usually by a broker on the floor of an exchange),2872
103500,00048150,n,10,a trading technique involving large blocks of stock with trades triggered by computer programs,2872
103501,00048306,n,10,sale of securities or commodity futures not owned by the seller (who hopes to buy them back later at a lower price),2872
103502,00048494,n,10,the purchase of securities or commodities by a short seller to close out a short sale,2872
103503,00048640,n,10,buying or selling corporate stock by a corporate officer or other insider,2872
103504,00048775,n,10,a put or call option for which the seller or buyer has no underlying security position,"1769,1802"
103505,00048920,n,10,a put or call option backed by the shares underlying the option,"1769,1802"
103506,00049044,n,10,the option to buy a given stock (or stock index or commodity future) at a given price before a given date,"1769,2872"
103507,00049251,n,10,the option to sell a given stock (or stock index or commodity future) at a given price before a given date,"1769,2872"
103508,00049457,n,10,the option to but or sell a given stock (or stock index or commodity future) at a given price before a given date; consists of an equal number of put and call options,"1769,1802"
103509,00049678,n,10,an option granted to corporate executives if the company achieves certain financial goals,"1769,1794,1802"
103510,00049855,n,10,"the act of buying: ""buying equipment for the trip took several hours""",1753
103511,00050044,n,10,"searching for or buying goods or services: ""went shopping for a reliable plumber""; ""does her shopping at the mall rather than down town""",1753
103512,00050253,n,10,"shopping at a market: ""does the weekly marketing at the supermarket""",1753
103513,00050377,n,10,buying goods to be shipped through the mail,1753
103514,00050501,n,10,purchasing insurance policies for cash from terminally ill policy holders,1753
103515,00050643,n,10,"the act of taking something that is offered: ""her acceptance of the gift encouraged him""; ""he anticipated their acceptance of his offer""",
103516,00050836,n,10,acquisition of property by descent or by will,1753
104938,00261033,n,10,the act of indenting,
103517,00050952,n,10,"the act of taking possession of or power over something: ""the Nazi assumption of power in 1934""",
103518,00051119,n,10,any acquisition from past generations,
103519,00051225,n,10,"the act of getting possession of something: ""he was responsible for the procurement of materials and supplies""",
103520,00051417,n,10,a deliberate act of acquisition,
103521,00051562,n,10,"the appropriation (of ideas or words etc) from another source; ""the borrowing of ancient motifs was very apparent""",
103522,00051761,n,10,"wrongful borrowing: ""his explanation was a misappropriation of sociological theory""",
103523,00051907,n,10,the taking possession of something by legal process,1802
103524,00052102,n,10,seizing and holding (an office or powers) by force,
103525,00052209,n,10,seizure by the government,1802
103526,00052324,n,10,the seizure and holding of property as security for payment of a debt or satisfaction of a claim,1802
103527,00052487,n,10,depriving an owner of property by taking it for public use,"1753,1802"
103528,00052605,n,10,placing private property in the custody of an officer of the law,1802
103529,00052764,n,10,the act of coercing someone into government service,1802
103530,00052883,n,10,"the act of occupying or taking possession of a building: ""occupation of a building without a certificate of occupancy is illegal""",
103531,00053119,n,10,the act of taking occupancy before someone else does,
103532,00053230,n,10,seizing property that belongs to someone else and holding it until profits pay the demand for which it was seized,
103533,00053417,n,10,the act of providing a subsidy,1753
103534,00053585,n,10,"a grant made by a law court: ""he criticized the awarding of compensation by the court""",1802
103535,00053734,n,10,"a grant of federal money to state and local governments to support social welfare programs: ""block grants reduce federal responsibility for social welfare""","1718,1753"
103536,00053947,n,10,a grant from a central government to a local government,"1718,1753"
103537,00054061,n,10,the act of forcibly dispossessing an owner of property,
103538,00054269,n,10,"the act of apprehending (especially apprehending a criminal); ""the policeman on the beat got credit for the collar""",1802
103539,00054499,n,10,the act of conquering,
103540,00054633,n,10,the act of making slaves of your captives,
103541,00054744,n,10,"getting something back again: ""upon the restitution of the book to its rightful owner the child was given a tongue lashing""",
103542,00054978,n,10,"(British) finding a way to take money back from people that they were given in another way; ""the Treasury will find some clawback for the extra benefits members received""",1753
103543,00055203,n,10,seizure of the collateral securing a loan that is in default,
103544,00055322,n,10,the legal proceedings initiated by a creditor to repossess the collateral for loan that is in default,1802
103545,00055481,n,10,the act of receiving,
103546,00055579,n,10,the act or means of getting rid of something,
103547,00055818,n,10,"(law) the act of disposing of property by virtue of the power of appointment; ""she allocated part of the trust to her church by appointment""",1802
103548,00056016,n,10,"the act of carefully weeding out unwanted things or people: ""the department got a good comb-out""",
103549,00056167,n,10,disposing of property by voluntary transfer without receiving value in return,
103550,00056297,n,10,the voluntary surrender of property (or a right to property) without attempting to reclaim it or give it away,
103551,00056518,n,10,getting rid something that is regarded as useless or undesirable,
103552,00056665,n,10,to throw out a useless card or to fail to follow suit,2637
103553,00056791,n,10,throwing cargo overboard to lighten the load when in distress,
103554,00056907,n,10,the disposal of explosive mines,
103555,00057016,n,10,the activity of detecting and disposing of marine mines,
103556,00057130,n,10,the disposal of sewage,
103557,00057214,n,10,a sale of property at a price agreed on by the seller and buyer without an intervening agency,2872
103558,00057368,n,10,the public sale of something to the highest bidder,2872
103559,00057496,n,10,"the act of making of transporting alcoholic liquor for sale illegally: ""the Prohibition amendment made bootlegging profitable""",2872
103560,00057680,n,10,"the act of selling illegally or without permission: ""the bootlegging of video tapes is common in the Orient""",2872
103561,00057846,n,10,the sale of capital stock,2872
103562,00057967,n,10,too much capitalization (more than the business warrants),2872
103563,00058089,n,10,"the feat of mustering strength for a renewed effort: ""he singled to start a rally in the 9th inning""; ""he feared the rallying of their troops for a counterattack""",
103564,00058314,n,10,the act of regaining or saving something lost (or in danger of becoming lost),
103565,00058512,n,10,"recovery or preservation from loss or danger: ""work is the deliverance of mankind"" or ""a surgeon's job is the saving of lives""",
103566,00058851,n,10,"saving the lives of drowning persons: ""he took a course in lifesaving""",
103567,00058978,n,10,(Christianity) the act of delivering from sin or saving from evil,1565
103568,00059166,n,10,formal redemption as pronounced by a priest in the sacrament of penance,1565
103569,00059344,n,10,a spiritual enlightenment causing a person to lead a new life,1565
103570,00059510,n,10,conversion resulting from the zeal of crusading advocacy of the gospel,1565
103571,00059682,n,10,changing a person's beliefs by argument or reasoning or entreaty,1565
103572,00059803,n,10,the act of atoning for sin or wrongdoing,1565
103573,00059926,n,10,"compensation (given or received) for an injury or insult; ""an act for which there is no reparation""; ""how can I make amends?""",
103574,00060117,n,10,the act of liberating someone or something,
103575,00060316,n,10,the use of force to liberate prisoners,
103576,00060414,n,10,rescuing from error and returning to a rightful course,
103577,00060540,n,10,the act of rescuing a ship or its crew or its cargo from a shipwreck or a fire,
103578,00060672,n,10,"saving someone or something from harm of from an unpleasant situation: ""the salvation of his party was the president's major concern""",
103579,00060861,n,10,a military rescue mission to search for survivors and to rescue them,
103580,00061001,n,10,the act of freeing from captivity or punishment,
103581,00061101,n,10,the act of taking something back,
103582,00061200,n,10,a legal seizure by the government of profits beyond a fixed amount,1802
103583,00061322,n,10,the act of implementing (providing a practical means for accomplishing something),
103584,00061587,n,10,the act of appealing for help,
103585,00061673,n,10,the act of providing or using the instruments needed for some implementation,
103586,00061811,n,10,"the act of doing something successfully; using knowledge as distinguished from merely possessing it: ""experience generally improves performance""",
103587,00062125,n,10,the performance of a legal contract as specified by its terms,1802
103588,00062253,n,10,"technical aspects of doing something: ""mechanisms of communication""; ""the mechanics of prose style""",2098
103589,00062420,n,10,"the performance of duties by a waiter or servant: ""that restaurant has excellent service""",
103590,00062581,n,10,the practice of serving yourself (as in a grocery or cafeteria),2772
103591,00062703,n,10,a performance of a drama,2425
103592,00062816,n,10,an extra or repeated performance; usually given in response to audience demand,2425
103593,00062947,n,10,a performance given without planning or preparation,2425
103594,00063094,n,10,throwing and catching several objects simultaneously,2425
103595,00063210,n,10,an illusory feat; considered magical by naive observers,2425
103596,00063430,n,10,act of performing music,2536
103597,00063574,n,10,the act of interpreting something as expressed in an artistic performance,2425
103598,00063750,n,10,a new or different interpretation,2425
103599,00063846,n,10,the act of playing a musical instrument,2536
103600,00063957,n,10,"managing the bow in playing a stringed instrument: ""the violinist's bowing was excellent""",2536
103601,00064099,n,10,an impromptu jazz concert,2536
103602,00064182,n,10,"a highly technical implementation; usually involving electronic hardware: ""automation replaces human workers by machines""",
103603,00064422,n,10,the act of motorizing (equiping with motors or with motor vehicles),1946
103604,00064563,n,10,the act of propelling,
103605,00064905,n,10,the act of propelling with force,
103606,00065020,n,10,the act of moving a newly-built vessel into the water for the first time,
103607,00065148,n,10,the launching of a rocket or missile under its own power,
103608,00065319,n,10,the launching of a missile or spacecraft to a specified destination,
103609,00065448,n,10,the launching of a spacecraft to the moon,
103610,00065545,n,10,"the act of applying force to propel something: ""after reaching the desired velocity the drive is cut off""",
103611,00065763,n,10,"(informal) the application of maximum thrust; ""he slammed the throttle to the firewall""",
103612,00065905,n,10,"the act of applying force suddenly: ""the impulse knocked him over""",
103613,00066047,n,10,the act of rolling something (as the ball in bowling),2631
103614,00066170,n,10,"the act of throwing (propelling something through the air with a rapid movement of the arm and wrist); ""the catcher made a good throw to second base""",
103615,00066551,n,10,act or instance of throwing a ball in to put it into play,2638
103616,00066663,n,10,"the action or manner of throwing something: ""his pitch fell short and his hat landed on the floor""",
103617,00066813,n,10,"(sports) the act of throwing the ball to another member of your team; ""the pass was fumbled""",2638
103618,00066988,n,10,"a quick throw: ""he gave the ball a shy to the first baseman""",2638
103619,00067098,n,10,throwing with a wide motion (as if with a sling),
103620,00067201,n,10,the act of flinging,
103621,00067272,n,10,"throwing something heavy (with great effort); ""he gave it a mighty heave""; ""he was not good at heaving passes""",
103622,00067444,n,10,a violent throw,
103623,00067517,n,10,the throwing of a baseball by a pitcher to a batter,"2633,2871"
103624,00067884,n,10,an illegal pitching motion while runners are on base,2871
103625,00067987,n,10,"a pitch that is not in the strike zone: ""he threw nine straight balls before the manager yanked him""",2871
103626,00068138,n,10,a baseball deliberately thrown at the batter's head,2871
103627,00068253,n,10,a baseball thrown with little velocity when the batter is expecting a fastball,2871
103628,00068444,n,10,a baseball thrown with spin so that its path curves as it approach the batter,2871
103629,00068611,n,10,a pitch thrown deliberately close to the batter,2871
103630,00068711,n,10,"a baseball thrown with maximum velocity: ""he swung late on the fastball""; ""He showed the batters nothing but smoke""",2871
103631,00068934,n,10,a baseball pitch thrown with little speed or spin,2871
103632,00069052,n,10,a pitch with reverse spin that curves toward the side of the plate from which it was thrown,2871
103633,00069199,n,10,a pitch that curves downward rapidly as it approaches the plate,2871
103634,00069315,n,10,a fastball that curves slightly away from the side from which it was thrown,2871
103635,00069443,n,10,"a pitch that is in the strike zone and that the batter does not hit: ""this pitcher throws more strikes than balls""",2871
103636,00069610,n,10,a pitch thrown sidearm instead of overhead,2871
103637,00069731,n,10,a pitch that the catcher cannot stop,2871
103638,00069824,n,10,"throwing the basketball toward the hoop: ""his shot hit the rim and bounced out""","2633,2871"
103639,00070182,n,10,a shot that bounces off of the backboard,2871
103640,00070278,n,10,a shot in which the basketball is propelled downward into the basket,2871
103641,00070427,n,10,a forceful dunk,2871
103642,00070498,n,10,a shot that rolls off the tips of the fingers into the basket,2871
103643,00070617,n,10,an unhindered shot from the foul line; given to penalize the other team for committing a foul,2871
103644,00070864,n,10,a foul shot that must be made in order to earn the right to a second foul shot,2871
103645,00071000,n,10,a shot made over the head with the hand that is farther from the basket,2871
103646,00071134,n,10,a player releases the basketball at the high point of a jump,2871
103647,00071259,n,10,a shot made from a position under or beside the basket,2871
103648,00071366,n,10,a one-handed shot made while whirling on the pivot foot,2871
103649,00071478,n,10,a two-handed shot from a stationary position,2871
103650,00071577,n,10,a shot made with an underhand scooping motion,2871
103651,00071679,n,10,a shot made by tapping the rebounding ball back into the basket,2871
103652,00071795,n,10,"the act of applying force in order to move something away: ""he gave the door a hard push""; ""the pushing is good exercise""",
103653,00072067,n,10,"pushing down: ""depression of the space bar on the typewriter""",
103654,00072203,n,10,"depression of a button on a computer mouse: ""a click on the right button for example""",
103655,00072354,n,10,a slight push,
103656,00072419,n,10,"the act of pressing: ""he gave the button a press""; ""he used pressure to stop the bleeding""",
103657,00072619,n,10,"the act of shoving (giving a push to someone or something); ""he gave the door a shove""",
103658,00072793,n,10,"the act of shoving hastily: ""she complained about bundling the children off to school""",
103659,00072934,n,10,the act of jostling (forcing your way by pushing),
103660,00073065,n,10,jostling with the elbows,
103661,00073144,n,10,"the act of pulling; applying force to move something toward or with you: ""the pull up the hill had him breathing harder""; ""his strenuous pulling strained his back""",
103662,00073458,n,10,"the act of dragging (pulling with force); ""the drag up the hill exhausted him""",
103663,00073587,n,10,"the act of drawing or hauling something: ""the haul up the hill went very slowly""",
103664,00073753,n,10,"the act of hauling something (as a vehicle) by means of a hitch or rope; ""the truck gave him a tow to the garage""",1946
103665,00073925,n,10,a sudden abrupt pull,
103666,00074002,n,10,the act of moving a load by drawing or pulling,
103667,00074120,n,10,the act of pulling and releasing a taut cord,
103668,00074216,n,10,"the act of raising something: ""he responded with a lift of his eyebrow""; ""fireman learn several different raises for getting ladders up""",
103669,00074431,n,10,the act of expelling or projecting or ejecting,
103670,00074661,n,10,reflex changes in the eyes that enable an object to be focused on the retina,2234
103671,00074804,n,10,extension upward of the toes when the sole of the foot is stroked firmly on the outer side from the heel to the front; normal in infants under the age of 2 years but a sign of brain or spinal cord injury in older persons,2234
103672,00075113,n,10,a reflex that expels wind noisily from the stomach through the mouth,2234
103673,00075292,n,10,"the forceful expulsion of something from inside: ""the belching of smoke from factory chimneys""",
103674,00075441,n,10,a reflex that closes and opens the eyes rapidly,2234
103675,00075552,n,10,the act of expelling (food or phlegm) by coughing,
103676,00075659,n,10,the act of spitting (forcefully expelling saliva),
103677,00075786,n,10,the act of ejecting the contents of the stomach through the mouth,
103678,00075964,n,10,the act of exhaling air suddenly with a noise,2234
103679,00076072,n,10,"the act of jumping; propelling yourself off the ground: ""he advanced in a series of jumps""; ""the jumping was unexpected""",
