7,अयुताध्यापक,n,n-----m--a,,,,/ə.ju.t̪ɑːd̪ʰ.jɑː.pə.kə/,अयुताध्यापक,0
225647,6279,अङ्गुलितोरण,n,n-----n--a,,,,/əŋ.gu.li.t̪oː.ɹə.ɳə/,अङ्गु॔लि-तोरण,0
225648,6280,अङ्गुलित्र,n,n-----n--a,,,,/əŋ.gu.ˈlit̪.ɹə/,अङ्गु॔लि-त्र,0
225649,6281,अङ्गुलित्रवत्,a,ap----a--c,,,,/əŋ.gu.ˈlit̪.ɹə.ʋət̪/,अङ्गु॔लि-त्र-वत्,0
225650,,अङ्गुलित्राण,n,n-----n--a,,,,/əŋ.gu.ˈlit̪.ɹɑː.ɳə/,अङ्गु॔लि-त्राण,0
225651,6287,अङ्गुलिवेष्टक,n,n-----m--a,,,,/əŋ.gu.li.ʋeːʂ.ʈə.kə/,अङ्गु॔लि-वेष्टक,0
225652,6288,अङ्गुलिवेष्टन,n,n-----n--a,,,,/əŋ.gu.li.ʋeːʂ.ʈə.nə/,अङ्गु॔लि-वेष्टन,0
225653,6290,अङ्गुलिषङ्ग,a,ap----a--a,,,,/əŋ.gu.li.ʂəŋ.gə/,अङ्गु॔लि-षङ्ग,0
225654,6289,अङ्गुलिषङ्ग,n,n-----m--a,,,,/əŋ.gu.li.ʂəŋ.gə/,अङ्गु॔लि-षङ्ग,0
225655,,अङ्गुल्यग्र,n,n-----n--a,,,,/əŋ.ˈgul.ˈjəg.ɹə/,अङ्गुल्य्-अग्र॔,0
225656,,अङ्गुली,n,n-----f--ī,,,,/əŋ.gu.liː/,अङ्गुली,0
225657,,अङ्गुलीभङ्ग,n,n-----m--a,,,,/əŋ.gu.liː.bʱəŋ.gə/,अङ्गुली-भङ्ग,0
225658,,अङ्गुलीग्रन्थि,n,n-----m--i,,,,/əŋ.gu.liːg.ɹən.t̪ʰi/,अङ्गुली-ग्रन्थि,0
225659,6283,अङ्गुलीमुख,n,n-----n--a,,,,/əŋ.gu.liː.mu.kʰə/,अङ्गुली-मुख,0
225660,,अङ्गुलीपर्वन्,n,n-----n--n,,,,/əŋ.gu.liː.ˈpəɹ.ʋən/,अङ्गुली-पर्वन्,0
225661,6293,अङ्गुलीपञ्चक,n,n-----n--a,,,,/əŋ.gu.liː.pəɲ.t͡ɕə.kə/,अङ्गुली-पञ्चक,0
225662,6295,अङ्गुलीसम्भूत,n,n-----m--a,,,,/əŋ.gu.liː.səm.bʱuː.t̪ə/,अङ्गुली-सम्भूत,0
225663,,अङ्गुलीवेष्ट,n,n-----m--a,,,,/əŋ.gu.liː.ʋeːʂ.ʈə/,अङ्गुली-वेष्ट,0
225664,6297,अङ्गुलीय,n,n-----n--a,,,,/əŋ.gu.liː.jə/,अङ्गुलीय,0
225665,6298,अङ्गुलीयक,n,n-----n--a,,,,/əŋ.gu.liː.jə.kə/,अङ्गुलीयक,0
225666,6271,अङ्गुरि,n,n-----f--i,,,,/əŋ.gu.ɹi/,अङ्गु॔रि,0
225667,168281,अङ्गुरी,n,n-----f--ī,,,,/əŋ.gu.ɹiː/,अङ्गुरी,0
225668,6272,अङ्गुरीय,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=अङ्गुरीय",/əŋ.gu.ɹiː.jə/,अङ्गुरीय,0
225669,6273,अङ्गुरीयक,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=अङ्गुरीयक",/əŋ.gu.ɹiː.jə.kə/,अङ्गुरीयक,0
225670,6299,अङ्गुष्ठ,n,n-----m--a,,,,/əŋ.ˈguʂ.ʈʰə/,अङ्गु॔ष्ठ,0
225671,,अङ्गुष्ठमात्र,a,ap----a--a,,ap----f--ī=>ी,,/əŋ.ˈguʂ.ʈʰə.mɑːt̪.ɹə/,अङ्गु॔ष्ठ-मात्र,0
225672,,अङ्गुष्ठमात्रक,a,ap----a--a,,ap----f--ā=>िका,,/əŋ.ˈguʂ.ʈʰə.mɑːt̪.ɹə.kə/,अङ्गु॔ष्ठ-मात्रक,0
225673,,अङ्गुष्ठविभेदक,n,n-----m--a,,,,/əŋ.ˈguʂ.ʈʰə.ʋi.bʱeː.d̪ə.kə/,अङ्गुष्ठ-विभेदक,0
225674,6302,अङ्गुष्ठिका,n,n-----f--ā,,,,/əŋ.ˈguʂ.ʈʰi.kɑː/,अङ्गुष्ठिका,0
225675,6303,अङ्गुष्ठ्य,n,n-----m--a,,,,/əŋ.ˈguʂ.ʈʰjə/,अङ्गुष्ठ्य,0
225676,6220,अङ्ग्य,a,ap----a--a,,,,/əŋgjə/,अ॔ङ्ग्य,0
225677,6209,अङ्गाधिप,n,n-----m--a,,,,/əŋ.gɑː.d̪ʰi.pə/,अङ्गाधिप,0
225678,6210,अङ्गानुकूल,a,ap----a--a,,,,/əŋ.gɑː.nu.kuː.lə/,अङ्गानुकूल,0
225679,6211,अङ्गानुलेपन,n,n-----n--a,,,,/əŋ.gɑː.nu.leː.pə.nə/,अङ्गानुलेपन,0
225680,6212,अङ्गापूर्व,n,n-----n--a,,,,/əŋ.gɑː.puːɹ.ʋə/,अङ्गापूर्व,0
225682,6232,अङ्गार,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=अङ्गार",/əŋ.gɑː.ɹə/,अ॔ङ्गार,0
225686,6237,अङ्गारधानिका,n,n-----f--ā,,,,/əŋ.gɑː.ɹə.d̪ʰɑː.ni.kɑː/,अ॔ङ्गार-धानिका,0
225687,6236,अङ्गारधानी,n,n-----f--ī,,,,/əŋ.gɑː.ɹə.d̪ʰɑː.niː/,अ॔ङ्गार-धानी,0
225688,,अङ्गारजीविका,n,n-----f--ā,,,,/əŋ.gɑː.ɹə.d͡ʑiː.ʋi.kɑː/,अङ्गार-जीविका,0
225689,6250,अङ्गारक,n,n-----m--a,,,,/əŋ.gɑː.ɹə.kə/,अङ्गारक,0
225690,6251,अङ्गारक,n,n-----n--a,,,,/əŋ.gɑː.ɹə.kə/,अङ्गारक,0
225691,6252,अङ्गारकदिन,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=अङ्गारकदिन",/əŋ.gɑː.ɹə.kə.d̪i.nə/,अङ्गारक-दिन,0
225692,6253,अङ्गारकमणि,n,n-----m--i,,,,/əŋ.gɑː.ɹə.kə.mə.ɳi/,अङ्गारक-मणि,0
225693,,अङ्गारकर्मान्त,n,n-----m--a,,,,/əŋ.gɑː.ɹə.ˈkəɹ.mɑːn.t̪ə/,अङ्गार-कर्मान्त,0
225694,6254,अङ्गारकवार,n,n-----m--a,,,,/əŋ.gɑː.ɹə.kə.ʋɑː.ɹə/,अङ्गारक-वार,0
225695,,अङ्गारकयन्त्र,n,n-----n--a,,,,/əŋ.gɑː.ɹə.kə.jən.t̪ɹə/,अङ्गारक-यन्त्र,0
225696,6255,अङ्गारकित,a,ap----a--a,,,,/əŋ.gɑː.ɹə.ki.t̪ə/,अङ्गारकित,0
225697,6235,अङ्गारकुष्ठक,n,n-----m--a,,,,/əŋ.gɑː.ɹə.ˈkuʂ.ʈʰə.kə/,अ॔ङ्गार-कुष्ठक,0
225698,6233,अङ्गारकारिन्,n,n-----m--n,,,,/əŋ.gɑː.ɹə.kɑː.ɹin/,अ॔ङ्गार-कारिन्,0
225699,6234,अङ्गारकृत्,n,n-----m--c,,,,/əŋ.gɑː.ɹə.kɹ̩t̪/,अ॔ङ्गार-कृत्,0
225700,6243,अङ्गारमञ्जरी,n,n-----f--ī,,,,/əŋ.gɑː.ɹə.məɲ.d͡ʑə.ɹiː/,अ॔ङ्गार-मञ्जरी,0
225701,6244,अङ्गारमञ्जी,n,n-----f--ī,,,,/əŋ.gɑː.ɹə.məɲ.d͡ʑiː/,अ॔ङ्गार-मञ्जी,0
225702,,अङ्गारपरिपाचित,n,n-----n--a,,,,/əŋ.gɑː.ɹə.pə.ɹi.pɑː.t͡ɕi.t̪ə/,अ॔ङ्गार-परिपाचित,0
225703,6239,अङ्गारपर्ण,n,n-----m--a,,,,/əŋ.gɑː.ɹə.ˈpəɹ.ɳə/,अ॔ङ्गार-पर्ण,0
225704,6240,अङ्गारपर्णी,n,n-----f--ī,,,,/əŋ.gɑː.ɹə.ˈpəɹ.ɳiː/,अ॔ङ्गार-पर्णी,0
225705,6242,अङ्गारपुष्प,n,n-----m--a,,,,/əŋ.gɑː.ɹə.ˈpuʂ.pə/,अ॔ङ्गार-पुष्प,0
225706,6241,अङ्गारपात्री,n,n-----f--ī,,,,/əŋ.gɑː.ɹə.pɑːt̪.ɹiː/,अ॔ङ्गार-पात्री,0
225707,6248,अङ्गारसेतु,n,n-----m--u,,,,/əŋ.gɑː.ɹə.seː.t̪u/,अ॔ङ्गार-सेतु,0
225708,,अङ्गारसात्कृ,v,v----a--8-,,,,/əŋ.gɑː.ɹə.sɑːt̪.kɹ̩/,अङ्गार-सात्-कृ,0
225709,6245,अङ्गारवल्लरी,n,n-----f--ī,,,,/əŋ.gɑː.ɹə.ˈʋəl.lə.ɹiː/,अ॔ङ्गार-वल्लरी,0
225710,6246,अङ्गारवल्ली,n,n-----f--ī,,,,/əŋ.gɑː.ɹə.ˈʋəl.liː/,अ॔ङ्गार-वल्ली,0
225711,,अङ्गारवर्ष,n,n-----n--a,,,,/əŋ.gɑː.ɹə.ˈʋəɹ.ʂə/,अङ्गार-वर्ष,0
225712,,अङ्गारवार,n,n-----m--a,,,,/əŋ.gɑː.ɹə.ʋɑː.ɹə/,अङ्गार-वार,0
225713,,अङ्गारशकटि,n,n-----f--i,,,,/əŋ.gɑː.ɹə.ɕə.kə.ʈi/,अङ्गार-शकटि,0
225714,6247,अङ्गारशकटी,n,n-----f--ī,,,,/əŋ.gɑː.ɹə.ɕə.kə.ʈiː/,अ॔ङ्गार-शकटी,0
225715,6256,अङ्गारि,n,n-----f--i,,,,/əŋ.gɑː.ɹi/,अङ्गारि,0
225716,6257,अङ्गारिका,n,n-----f--ā,,,,/əŋ.gɑː.ɹi.kɑː/,अङ्गारिका,0
225717,6261,अङ्गारिन्,a,ap----a--n,,,,/əŋ.gɑː.ɹin/,अङ्गारिन्,0
225718,6260,अङ्गारित,n,n-----n--a,,,,/əŋ.gɑː.ɹi.t̪ə/,अङ्गारित,0
225719,6258,अङ्गारित,a,ap----a--a,,,,/əŋ.gɑː.ɹi.t̪ə/,अङ्गारित,0
225721,6259,अङ्गारिता,n,n-----f--ā,,,,/əŋ.gɑː.ɹi.t̪ɑː/,अङ्गारिता,0
225724,6264,अङ्गार्या,n,n-----f--ā,,,,/əŋ.gɑːɹ.jɑː/,अङ्गार्या,0
225725,6249,अङ्गारावक्षयण,n,n-----n--a,,,,/əŋ.gɑː.ɹɑː.ˈʋək.ʂə.jə.ɳə/,अङ्गारावक्ष॔यण,0
225726,,अङ्गारावक्षेपण,n,n-----n--a,,,,/əŋ.gɑː.ɹɑː.ˈʋək.ʂeː.pə.ɳə/,अङ्गा-रावक्षेपण,0
225727,6263,अङ्गारीय,a,ap----a--a,,,,/əŋ.gɑː.ɹiː.jə/,अङ्गारीय,0
225728,6206,अङ्गाङ्गि,r,rp--------,,,,/əŋ.gɑːŋ.gi/,अङ्गाङ्गि,0
225729,6208,अङ्गाङ्गिभाव,n,n-----m--a,,,,/əŋ.gɑːŋ.gi.bʱɑː.ʋə/,अङ्गाङ्गि-भाव,0
225730,,अङ्गाङ्गिभावसंकर,n,n-----m--a,,,,/əŋ.gɑːŋ.gi.bʱɑː.ʋə.səŋ.kə.ɹə/,अङ्-गाङ्गि-भाव-संकर,0
225731,6207,अङ्गाङ्गिता,n,n-----f--ā,,,,/əŋ.gɑːŋ.gi.t̪ɑː/,अङ्गाङ्गि-ता,0
225732,6141,अङ्गीकरण,n,n-----n--a,,,,/əŋ.giː.kə.ɹə.ɳə/,अङ्गी-करण,0
225733,6142,अङ्गीकार,n,n-----m--a,,,,/əŋ.giː.kɑː.ɹə/,अङ्गी-कार,0
225734,157253,अङ्गीकृ,v,v----a--8-,,,,/əŋ.giː.kɹ̩/,अङ्गी-कृ,0
225735,,अङ्गीकृत,a,ap----a--a,,,,/əŋ.giː.kɹ̩.t̪ə/,अङ्गी-कृत,0
225736,6144,अङ्गीकृति,n,n-----f--i,,,,/əŋ.giː.kɹ̩.t̪i/,अङ्गी-कृति,0
225737,6219,अङ्गीय,a,ap----a--a,,,,/əŋ.giː.jə/,अङ्गीय,0
225738,6304,अङ्गूष,n,n-----m--a,,,,/əŋ.guː.ʂə/,अङ्गूष,0
225739,,अङ्क्,v,v----d--1- v----a--0-,,,,/ŋk/,अङ्क्,0
225740,6087,अङ्क,n,n-----m--a,,,,/əŋ.kə/,अङ्क॔,0
225741,6099,अङ्कबन्ध,n,n-----m--a,,,,/əŋ.kə.bən.d̪ʰə/,अङ्क॔-बन्ध,0
225742,6100,अङ्कभाज्,a,ap----a--c,,,,/əŋ.kə.bʱɑːd͡ʑ/,अङ्क॔-भाज्,0
225743,,अङ्कच्छेद,n,n-----m--a,,,,/əŋ.ˈkət͡ɕ.t͡ɕʰeː.d̪ə/,अङ्क-च्छेद,0
225744,6090,अङ्कधारणा,n,n-----f--ā,,,,/əŋ.kə.d̪ʰɑː.ɹə.ɳɑː/,अङ्क॔-धारणा,0
225745,,अङ्कगत,a,ap----a--a,,,,/əŋ.kə.gə.t̪ə/,अङ्क-गत,0
225746,6088,अङ्ककरण,n,n-----n--a,,,,/əŋ.kə.kə.ɹə.ɳə/,अङ्क॔-करण,0
225747,,अङ्ककार,n,n-----m--a,,,,/əŋ.kə.kɑː.ɹə/,अङ्क॔-कार,0
225748,,अङ्कलक्षण,n,n-----n--a,,,,/əŋ.kə.ˈlək.ʂə.ɳə/,अङ्क-लक्षण,0
225749,6102,अङ्कलोड्य,n,n-----m--a,,,,/əŋ.kə.loːɖ.jə/,अङ्क॔-लोड्य,0
225750,6101,अङ्कमुख,n,n-----n--a,,,,/əŋ.kə.mu.kʰə/,अङ्क॔-मुख,0
225751,6107,अङ्कन,n,n-----n--a,,,,/əŋ.kə.nə/,अङ्कन,0
225752,6108,अङ्कन,a,ap----a--a,,,,/əŋ.kə.nə/,अङ्कन,0
225753,6091,अङ्कपरिवर्तन,n,n-----n--a,,,,/əŋ.kə.pə.ɹi.ˈʋəɹ.t̪ə.nə/,अङ्क॔-परिवर्तन,0
225754,6092,अङ्कपादव्रत,n,n-----n--a,,,,/əŋ.kə.pɑː.ˈd̪əʋ.ɹə.t̪ə/,अङ्क॔-पाद-व्रत,0
225755,,अङ्कपाल,n,n-----m--a,,,,/əŋ.kə.pɑː.lə/,अङ्क-पाल,0
225756,6093,अङ्कपालि,n,n-----f--i,,,,/əŋ.kə.pɑː.li/,अङ्क॔-पालि,0
225757,6094,अङ्कपालिका,n,n-----f--ā,,,,/əŋ.kə.pɑː.li.kɑː/,अङ्क॔-पालिका,0
225758,6095,अङ्कपाली,n,n-----f--ī,,,,/əŋ.kə.pɑː.liː/,अङ्क॔-पाली,0
225759,6096,अङ्कपाश,n,n-----m--a,,,,/əŋ.kə.pɑː.ɕə/,अङ्क॔-पाश,0
225760,6097,अङ्कपाशव्यवहार,n,n-----m--a,,,,/əŋ.kə.pɑː.ˈɕəʋ.jə.ʋə.ɦɑː.ɹə/,अङ्क॔-पाश-व्यवहार,0
225761,6098,अङ्कपाशाध्याय,n,n-----m--a,,,,/əŋ.kə.pɑː.ɕɑːd̪ʰ.jɑː.jə/,अङ्क॔-पाशाध्याय,0
225762,6109,अङ्कस्,n,n-----n-sa,,,,/əŋ.kəs/,अ॔ङ्कस्,0
225763,,अङ्कस,n,n-----n--a,,,,/əŋ.kə.sə/,अङ्कस॔,0
225764,,अङ्कसंज्ञा,n,n-----f--ā,,,,/əŋ.kə.səɲd͡ʑ.ɲɑː/,अङ्क-संज्ञा,0
225765,6089,अङ्कतन्त्र,n,n-----n--a,,,,/əŋ.kə.t̪ən.t̪ɹə/,अङ्क॔-तन्त्र,0
225766,6106,अङ्कति,n,n-----m--i,,,,/əŋ.kə.t̪i/,अङ्कति,0
225767,6103,अङ्कविद्या,n,n-----f--ā,,,,/əŋ.kə.ˈʋid̪.jɑː/,अङ्क॔-विद्या,0
225768,,अङ्ख्,v,v----a--0-,,,,/ŋkʰ/,अङ्ख्,0
225769,6113,अङ्किन्,n,n-----m--n,,,,/əŋ.kin/,अङ्कि॔न्,0
225770,6111,अङ्किन्,a,ap----a--n,,,,/əŋ.kin/,अङ्कि॔न्,0
225771,6112,अङ्किनी,n,n-----f--ī,,,,/əŋ.ki.niː/,अङ्किनी,0
225772,,अङ्कित,a,ap----a--a,,,,/əŋ.ki.t̪ə/,अङ्कित,0
225773,6133,अङ्कोल,n,n-----m--a,,,,/əŋ.koː.lə/,अङ्कोल,0
225774,175166,अङ्कोलक,n,n-----m--a,,,,/əŋ.koː.lə.kə/,अङ्कोलक,0
225775,6138,अङ्कोलिका,n,n-----f--ā,,,,/əŋ.koː.li.kɑː/,अङ्कोलिका,0
225776,6136,अङ्कोल्ल,n,n-----m--a,,,,/əŋ.koːl.lə/,अङ्कोल्ल,0
225777,6137,अङ्कोल्लसार,n,n-----m--a,,,,/əŋ.koːl.lə.sɑː.ɹə/,अङ्कोल्ल-सार,0
225778,6132,अङ्कोट,n,n-----m--a,,,,/əŋ.koː.ʈə/,अङ्कोट,0
225779,6134,अङ्कोठ,n,n-----m--a,,,,/əŋ.koː.ʈʰə/,अङ्कोठ,0
225780,,अङ्क्रि,n,n-----m--i,,,n-----f--i=अङ्क्रि,/əŋkɹi/,अङ्क्रि,0
225781,166842,अङ्कुली,n,n-----f--ī,,,,/əŋ.ku.liː/,अङ्कुली,0
225782,6117,अङ्कुप,n,n-----n--a,,,,/əŋ.ku.pə/,अङ्कुप॔,0
225783,6118,अङ्कुर,n,n-----m--a,,,,/əŋ.ku.ɹə/,अङ्कुर,0
225785,6119,अङ्कुरक,n,n-----m--a,,,,/əŋ.ku.ɹə.kə/,अङ्कुरक,0
225786,,अङ्कुरवत्,a,ap----a--c,,,,/əŋ.ku.ɹə.ʋət̪/,अङ्कुर-वत्,0
225788,,अङ्कुरण,n,n-----n--a,,,,/əŋ.ku.ɹə.ɳə/,अङ्कुरण,0
225789,6120,अङ्कुरित,a,ap----a--a,,,,/əŋ.ku.ɹi.t̪ə/,अङ्कुरित,0
225887,,अण्डिक,n,n-----m--a,,,,/əɳ.ɖi.kə/,अण्डिक,0
225790,,अङ्कुरारोपण,n,n-----n--a,,,,/əŋ.ku.ɹɑː.ɹoː.pə.ɳə/,अङ्कु-रारोपण,0
225791,,अङ्कुरार्पण,n,n-----n--a,,,,/əŋ.ku.ɹɑːɹ.pə.ɳə/,अङ्कु-रार्पण,0
225793,6121,अङ्कुश,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=अङ्कुश",/əŋ.ku.ɕə/,अङ्कुश॔,0
225794,6124,अङ्कुशदुर्धर,n,n-----m--a,,,,/əŋ.ku.ɕə.ˈd̪uɹ.d̪ʰə.ɹə/,अङ्कुश॔-दुर्धर,0
225795,6123,अङ्कुशग्रह,n,n-----m--a,,,,/əŋ.ku.ˈɕəg.ɹə.ɦə/,अङ्कुश॔-ग्रह,0
225796,6126,अङ्कुशिन्,a,ap----a--n,,,,/əŋ.ku.ɕin/,अङ्कुशि॔न्,0
225797,6125,अङ्कुशित,a,ap----a--a,,,,/əŋ.ku.ɕi.t̪ə/,अङ्कुशित,0
225798,6122,अङ्कुशा,n,n-----f--ā,,,,/əŋ.ku.ɕɑː/,अङ्कुशा,0
225799,,अङ्कुशी,n,n-----f--ī,,,,/əŋ.ku.ɕiː/,अङ्कुशी,0
225800,6116,अङ्कुडक,n,n-----m--a,,,,/əŋ.ku.ɖə.kə/,अङ्कुडक,0
225801,6115,अङ्कुट,n,n-----m--a,,,,/əŋ.ku.ʈə/,अङ्कुट,0
225802,6129,अङ्क्य,a,ap----a--a,,,,/əŋkjə/,अङ्क्य,0
225803,6130,अङ्क्य,n,n-----m--a,,,,/əŋkjə/,अङ्क्य,0
225804,6131,अङ्कार,n,n-----m--a,,,,/əŋ.kɑː.ɹə/,अङ्कार,0
225805,,अङ्कास्य,n,n-----n--a,,,,/əŋ.kɑːs.jə/,अङ्-कास्य,0
225806,6105,अङ्कावतार,n,n-----m--a,,,,/əŋ.kɑː.ʋə.t̪ɑː.ɹə/,अङ्कावतार,0
225807,,अङ्कावङ्क,n,n-----n--a,,,,/əŋ.kɑː.ʋəŋ.kə/,अङ्कावङ्क॔,0
225809,6104,अङ्काङ्क,n,n-----n--a,,,,/əŋ.kɑːŋ.kə/,अङ्काङ्क॔,0
225810,6114,अङ्की,n,n-----f--ī,,,,/əŋ.kiː/,अङ्की,0
225811,6127,अङ्कूर,n,n-----m--a,,,,/əŋ.kuː.ɹə/,अङ्कूर,0
225812,,अङ्कूयत्,a,ap----a--c,,,,/əŋ.kuː.jət̪/,अङ्कूय॔त्,0
225813,6128,अङ्कूष,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=अङ्कूष",/əŋ.kuː.ʂə/,अङ्कूष,0
225814,,अण्,v,v----a--1- v----d--4-,,,,/ɳ/,अण्,0
225815,6725,अणक,a,ap----a--a,,,,/ə.ɳə.kə/,अणक,0
225816,6726,अणकीय,a,ap----a--a,,,,/ə.ɳə.kiː.jə/,अणकीय,0
225817,,अणस,n,n-----m--a,,,,/ə.ɳə.sə/,अणस,0
225818,6727,अणव्य,n,n-----n--a,,,,/ə.ˈɳəʋ.jə/,अणव्य,0
225819,6728,अणि,n,n-----m--i,,,,/ə.ɳi/,अणि,0
225820,6732,अणिमन्,n,n-----n--n,,,,/ə.ɳi.mən/,अ॔णिमन्,0
225821,6731,अणिमन्,n,n-----m--n,,,,/ə.ɳi.mən/,अणिम॔न्,0
225822,,अणिमतस्,r,rp--------,,,,/ə.ɳi.mə.t̪əs/,अणिम-त॔स्,0
225823,6733,अणिष्ठ,a,ap----a--a,,,,/ə.ˈɳiʂ.ʈʰə/,अणिष्ठ,0
225828,,अणु,r,rp--------,,,,/ə.ɳu/,अणु॔,0
225830,169683,अणु,a,ap----a--u,,ap----f--ī=>वी,,/ə.ɳu/,अणु,0
225831,,अणु,n,n-----n--u,,,,/ə.ɳu/,अणु,0
225832,163740,अणु,n,n-----m--u,,,,/ə.ɳu/,अणु,0
225834,6739,अणुभा,n,n-----f--ā,,,,/ə.ɳu.bʱɑː/,अणु-भा,0
225835,6756,अणुह,n,n-----m--a,,,,/ə.ɳu.ɦə/,अणुह,0
225836,6753,अणुक,n,n-----n--a,,,,/ə.ɳu.kə/,अणुक,0
225837,6752,अणुक,a,ap----a--a,,,,/ə.ɳu.kə/,अणुक,0
225838,6740,अणुमध्यबीज,n,n-----n--a,,,,/ə.ɳu.ˈməd̪ʰ.jə.biː.d͡ʑə/,अणु-मध्य-बीज,0
225839,,अणुमात्र,a,ap----a--a,,,,/ə.ɳu.mɑːt̪.ɹə/,अणु-मात्र,0
225840,6742,अणुमात्रिक,a,ap----a--a,,,,/ə.ɳu.mɑːt̪.ɹi.kə/,अणु-मात्रिक,0
225888,6781,अण्डिका,n,n-----f--ā,,,,/əɳ.ɖi.kɑː/,अण्डिका,0
225841,,अणुप्रियङ्गु,n,n-----m--u,,,n-----f--u=अणुप्रियङ्गु,/ə.ˈɳup.ɹi.jəŋ.gu/,अणु-प्रिय॔ङ्गु,0
225842,6745,अणुरेवती,n,n-----f--ī,,,,/ə.ɳu.ɹeː.ʋə.t̪iː/,अणु-रेवती,0
225843,,अणुरेणु,a,ap----c--u,,,,/ə.ɳu.ɹeː.ɳu/,अणु-रेणु,0
225844,6744,अणुरेणुजाल,n,n-----n--a,,,,/ə.ɳu.ɹeː.ɳu.d͡ʑɑː.lə/,अणु-रेणु-जाल,0
225845,6736,अणुतैल,n,n-----n--a,,,,/ə.ɳu.t̪ɑːi.lə/,अणु-तैल,0
225846,6735,अणुतर,a,ap----a--a,,,,/ə.ɳu.t̪ə.ɹə/,अणु-तर,0
225847,,अणुत्व,n,n-----n--a,,,,/ə.ˈɳut̪.ʋə/,अणु-त्व,0
225848,6738,अणुता,n,n-----f--ā,,,,/ə.ɳu.t̪ɑː/,अणु-ता,0
225849,6747,अणुवेदान्त,n,n-----m--a,,,,/ə.ɳu.ʋeː.d̪ɑːn.t̪ə/,अणु-वेदान्त,0
225850,6748,अणुव्रत,n,n-----n--a,,,,/ə.ˈɳuʋ.ɹə.t̪ə/,अणु-व्रत,0
225851,6749,अणुव्रीहि,n,n-----m--i,,,,/ə.ˈɳuʋ.ɹiː.ɦi/,अणु-व्रीहि,0
225852,6746,अणुवादिन्,a,ap----a--n,,,,/ə.ɳu.ʋɑː.d̪in/,अणु-वादिन्,0
225853,6750,अणुशस्,r,rp--------,,,,/ə.ɳu.ɕəs/,अणु-शस्,0
225854,6755,अण्व,n,n-----n--a,,,,/əɳ.ʋə/,अ॔ण्व,0
225855,6751,अण्वन्त,n,n-----m--a,,,,/əɳ.ʋən.t̪ə/,अ॔ण्व्-अन्त,0
225856,,अण्वी,n,n-----f--ī,,,,/əɳ.ʋiː/,अण्वी,0
225857,6729,अणी,n,n-----f--ī,,,,/ə.ɳiː/,अणी,0
225858,,अणीचि,n,n-----m--i,,,n-----f--i=अणीचि,/ə.ɳiː.t͡ɕi/,अणीचि,0
225859,,अणीचिन्,n,n-----m--n,,,,/ə.ɳiː.t͡ɕin/,अणीचिन्,0
225860,6730,अणीमाण्डव्य,n,n-----m--a,,,,/ə.ɳiː.mɑːɳ.ˈɖəʋ.jə/,अणी-माण्डव्य,0
225861,175601,अणीयस्,a,ap----a-sa,,,,/ə.ɳiː.jəs/,अ॔णीयस्,0
225862,221405,अणीयस्क,a,ap----a--a,,,,/ə.ɳiː.ˈjəs.kə/,अणीयस्क॔,0
225863,6754,अणूभाव,n,n-----m--a,,,,/ə.ɳuː.bʱɑː.ʋə/,अणू-भाव,0
225864,157363,अणूभू,v,v----a--1-,,,,/ə.ɳuː.bʱuː/,अणू-भू,0
225865,6758,अण्ड,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=अण्ड",/əɳ.ɖə/,अण्ड,0
225866,6768,अण्डदल,n,n-----n--a,,,,/əɳ.ɖə.d̪ə.lə/,अण्ड-दल,0
225867,6769,अण्डधर,n,n-----m--a,,,,/əɳ.ɖə.d̪ʰə.ɹə/,अण्ड-धर,0
225868,6764,अण्डज,a,ap----a--a,,,,/əɳ.ɖə.d͡ʑə/,अण्ड-ज,0
225869,6765,अण्डज,n,n-----m--a,,,,/əɳ.ɖə.d͡ʑə/,अण्ड-ज,0
225873,6767,अण्डजेश्वर,n,n-----m--a,,,,/əɳɖəd͡ʑeːɕʋəɹə/,अण्ड-जेश्वर,0
225874,6766,अण्डजा,n,n-----f--ā,,,,/əɳ.ɖə.d͡ʑɑː/,अण्ड-जा,0
225875,6779,अण्डक,n,n-----n--a,,,,/əɳ.ɖə.kə/,अण्डक,0
